t0_ms,t1_ms,dt_ms,idx0,idx1,count,advance,fps,excluded
5506754,5507754,1000,235,245,325,10,10.0,0
5507754,5508754,1000,245,255,325,10,10.0,0
5508754,5509754,1000,255,265,325,10,10.0,0
5509754,5510754,1000,265,275,325,10,10.0,0
5510754,5511754,1000,275,285,325,10,10.0,0
5511754,5512754,1000,285,295,325,10,10.0,0
5512754,5513754,1000,295,305,325,10,10.0,0
5513754,5514754,1000,305,315,325,10,10.0,0
5514754,5515754,1000,315,0,325,10,10.0,0
5515754,5516754,1000,0,10,325,10,10.0,0
5516754,5517754,1000,10,20,325,10,10.0,0
5517754,5518754,1000,20,30,325,10,10.0,0
5518754,5519754,1000,30,40,325,10,10.0,0
5519754,5520754,1000,40,50,325,10,10.0,0
5520754,5521754,1000,50,60,325,10,10.0,0
5521754,5522754,1000,60,70,325,10,10.0,0
5522754,5523754,1000,70,80,325,10,10.0,0
5523754,5524754,1000,80,90,325,10,10.0,0
5524754,5525754,1000,90,100,325,10,10.0,0
5525754,5526754,1000,100,110,325,10,10.0,0
5526754,5527754,1000,110,120,325,10,10.0,0
5527754,5528754,1000,120,130,325,10,10.0,0
5528754,5529754,1000,130,140,325,10,10.0,0
5529754,5530754,1000,140,150,325,10,10.0,0
5530754,5531754,1000,150,160,325,10,10.0,0
5531754,5532754,1000,160,170,325,10,10.0,0
5532754,5533754,1000,170,180,325,10,10.0,0
5533754,5534754,1000,180,190,325,10,10.0,0
5534754,5535754,1000,190,200,325,10,10.0,0
5535754,5536754,1000,200,210,325,10,10.0,0
5536754,5537754,1000,210,220,325,10,10.0,0
5537754,5538754,1000,220,230,325,10,10.0,0
5538754,5539754,1000,230,240,325,10,10.0,0
5539754,5540754,1000,240,250,325,10,10.0,0
5540754,5541754,1000,250,260,325,10,10.0,0
5541754,5542754,1000,260,270,325,10,10.0,0
5542754,5543754,1000,270,280,325,10,10.0,0
5543754,5544754,1000,280,290,325,10,10.0,0
5544754,5545754,1000,290,300,325,10,10.0,0
5545754,5546754,1000,300,310,325,10,10.0,0
5546754,5547754,1000,310,320,325,10,10.0,0
5547754,5548754,1000,320,5,325,10,10.0,0
5548754,5549754,1000,5,15,325,10,10.0,0
5549754,5550754,1000,15,25,325,10,10.0,0
5550754,5551754,1000,25,35,325,10,10.0,0
5551754,5552754,1000,35,45,325,10,10.0,0
5552754,5553754,1000,45,55,325,10,10.0,0
5553754,5554754,1000,55,65,325,10,10.0,0
5554754,5555754,1000,65,75,325,10,10.0,0
5555754,5556754,1000,75,85,325,10,10.0,0
5556754,5557754,1000,85,95,325,10,10.0,0
5557754,5558754,1000,95,105,325,10,10.0,0
5558754,5559754,1000,105,115,325,10,10.0,0
5559754,5560754,1000,115,125,325,10,10.0,0
5560754,5561754,1000,125,135,325,10,10.0,0
5561754,5562754,1000,135,145,325,10,10.0,0
5562754,5563754,1000,145,155,325,10,10.0,0
5563754,5564754,1000,155,165,325,10,10.0,0
5564754,5565754,1000,165,175,325,10,10.0,0
5565754,5566754,1000,175,185,325,10,10.0,0
5566754,5567754,1000,185,195,325,10,10.0,0
5567754,5568754,1000,195,205,325,10,10.0,0
5568754,5569754,1000,205,215,325,10,10.0,0
5569754,5570754,1000,215,225,325,10,10.0,0
5570754,5571754,1000,225,235,325,10,10.0,0
5571754,5572754,1000,235,245,325,10,10.0,0
5572754,5573754,1000,245,255,325,10,10.0,0
5573754,5574754,1000,255,265,325,10,10.0,0
5574754,5575754,1000,265,275,325,10,10.0,0
5575754,5576754,1000,275,285,325,10,10.0,0
5576754,5577754,1000,285,295,325,10,10.0,0
5577754,5578754,1000,295,305,325,10,10.0,0
5578754,5579754,1000,305,315,325,10,10.0,0
5579754,5580754,1000,315,0,325,10,10.0,0
5580754,5581754,1000,0,10,325,10,10.0,0
5581754,5582754,1000,10,20,325,10,10.0,0
5582754,5583754,1000,20,30,325,10,10.0,0
5583754,5584754,1000,30,40,325,10,10.0,0
5584754,5585754,1000,40,50,325,10,10.0,0
5585754,5586754,1000,50,60,325,10,10.0,0
5586754,5587754,1000,60,70,325,10,10.0,0
5587754,5588754,1000,70,80,325,10,10.0,0
5588754,5589754,1000,80,90,325,10,10.0,0
5589754,5590754,1000,90,100,325,10,10.0,0
5590754,5591754,1000,100,110,325,10,10.0,0
5591754,5592754,1000,110,120,325,10,10.0,0
5592754,5593754,1000,120,130,325,10,10.0,0
5593754,5594754,1000,130,140,325,10,10.0,0
5594754,5595754,1000,140,150,325,10,10.0,0
5595754,5596754,1000,150,160,325,10,10.0,0
5596754,5597754,1000,160,170,325,10,10.0,0
5597754,5598754,1000,170,180,325,10,10.0,0
5598754,5599754,1000,180,190,325,10,10.0,0
5599754,5600754,1000,190,200,325,10,10.0,0
5600754,5601754,1000,200,210,325,10,10.0,0
5601754,5602754,1000,210,220,325,10,10.0,0
5602754,5603754,1000,220,230,325,10,10.0,0
5603754,5604754,1000,230,240,325,10,10.0,0
5604754,5605754,1000,240,250,325,10,10.0,0
5605754,5606754,1000,250,260,325,10,10.0,0
5606754,5607754,1000,260,270,325,10,10.0,0
5607754,5608754,1000,270,280,325,10,10.0,0
5608754,5609754,1000,280,290,325,10,10.0,0
5609754,5610754,1000,290,300,325,10,10.0,0
5610754,5611754,1000,300,310,325,10,10.0,0
5611754,5612754,1000,310,320,325,10,10.0,0
5612754,5613754,1000,320,5,325,10,10.0,0
5613754,5614754,1000,5,15,325,10,10.0,0
5614754,5615754,1000,15,25,325,10,10.0,0
5615754,5616754,1000,25,35,325,10,10.0,0
5616754,5617754,1000,35,45,325,10,10.0,0
5617754,5618754,1000,45,55,325,10,10.0,0
5618754,5619754,1000,55,65,325,10,10.0,0
5619754,5620754,1000,65,75,325,10,10.0,0
5620754,5621754,1000,75,85,325,10,10.0,0
5621754,5622754,1000,85,95,325,10,10.0,0
5622754,5623754,1000,95,105,325,10,10.0,0
5623754,5624754,1000,105,115,325,10,10.0,0
5624754,5625754,1000,115,125,325,10,10.0,0
5625754,5626754,1000,125,135,325,10,10.0,0
5626754,5627754,1000,135,145,325,10,10.0,0
5627754,5628754,1000,145,155,325,10,10.0,0
5628754,5629754,1000,155,165,325,10,10.0,0
5629754,5630754,1000,165,175,325,10,10.0,0
5630754,5631754,1000,175,185,325,10,10.0,0
5631754,5632754,1000,185,195,325,10,10.0,0
5632754,5633754,1000,195,205,325,10,10.0,0
5633754,5634754,1000,205,215,325,10,10.0,0
5634754,5635754,1000,215,225,325,10,10.0,0
5635754,5636754,1000,225,235,325,10,10.0,0
5636754,5637754,1000,235,245,325,10,10.0,0
5637754,5638754,1000,245,255,325,10,10.0,0
5638754,5639754,1000,255,265,325,10,10.0,0
5639754,5640754,1000,265,275,325,10,10.0,0
5640754,5641754,1000,275,285,325,10,10.0,0
5641754,5642754,1000,285,295,325,10,10.0,0
5642754,5643754,1000,295,305,325,10,10.0,0
5643754,5644754,1000,305,315,325,10,10.0,0
5644754,5645754,1000,315,0,325,10,10.0,0
5645754,5646754,1000,0,10,325,10,10.0,0
5646754,5647754,1000,10,20,325,10,10.0,0
5647754,5648754,1000,20,30,325,10,10.0,0
5648754,5649754,1000,30,40,325,10,10.0,0
5649754,5650754,1000,40,50,325,10,10.0,0
5650754,5651754,1000,50,60,325,10,10.0,0
5651754,5652754,1000,60,70,325,10,10.0,0
5652754,5653754,1000,70,80,325,10,10.0,0
5653754,5654754,1000,80,90,325,10,10.0,0
5654754,5655754,1000,90,100,325,10,10.0,0
5655754,5656754,1000,100,110,325,10,10.0,0
5656754,5657754,1000,110,120,325,10,10.0,0
5657754,5658754,1000,120,130,325,10,10.0,0
5658754,5659754,1000,130,140,325,10,10.0,0
5659754,5660754,1000,140,150,325,10,10.0,0
5660754,5661754,1000,150,160,325,10,10.0,0
5661754,5662754,1000,160,170,325,10,10.0,0
5662754,5663754,1000,170,180,325,10,10.0,0
5663754,5664754,1000,180,190,325,10,10.0,0
5664754,5665754,1000,190,200,325,10,10.0,0
5665754,5666754,1000,200,210,325,10,10.0,0
5666754,5667754,1000,210,220,325,10,10.0,0
5667754,5668754,1000,220,230,325,10,10.0,0
5668754,5669754,1000,230,240,325,10,10.0,0
5669754,5670754,1000,240,250,325,10,10.0,0
5670754,5671754,1000,250,260,325,10,10.0,0
5671754,5672754,1000,260,270,325,10,10.0,0
5672754,5673754,1000,270,280,325,10,10.0,0
5673754,5674754,1000,280,290,325,10,10.0,0
5674754,5675754,1000,290,300,325,10,10.0,0
5675754,5676754,1000,300,310,325,10,10.0,0
5676754,5677754,1000,310,320,325,10,10.0,0
5677754,5678754,1000,320,5,325,10,10.0,0
5678754,5679754,1000,5,15,325,10,10.0,0
5679754,5680754,1000,15,25,325,10,10.0,0
5680754,5681754,1000,25,35,325,10,10.0,0
5681754,5682754,1000,35,45,325,10,10.0,0
5682754,5683754,1000,45,55,325,10,10.0,0
5683754,5684754,1000,55,65,325,10,10.0,0
5684754,5685754,1000,65,75,325,10,10.0,0
5685754,5686754,1000,75,85,325,10,10.0,0
5686754,5687754,1000,85,95,325,10,10.0,0
5687754,5688754,1000,95,105,325,10,10.0,0
5688754,5689754,1000,105,115,325,10,10.0,0
5689754,5690754,1000,115,125,325,10,10.0,0
5690754,5691754,1000,125,135,325,10,10.0,0
5691754,5692754,1000,135,145,325,10,10.0,0
5692754,5693754,1000,145,155,325,10,10.0,0
5693754,5694754,1000,155,165,325,10,10.0,0
5694754,5695754,1000,165,175,325,10,10.0,0
5695754,5696754,1000,175,185,325,10,10.0,0
5696754,5697754,1000,185,195,325,10,10.0,0
5697754,5698754,1000,195,205,325,10,10.0,0
5698754,5699754,1000,205,215,325,10,10.0,0
5699754,5700754,1000,215,225,325,10,10.0,0
5700754,5701754,1000,225,235,325,10,10.0,0
5701754,5702754,1000,235,245,325,10,10.0,0
5702754,5703754,1000,245,255,325,10,10.0,0
5703754,5704754,1000,255,265,325,10,10.0,0
5704754,5705754,1000,265,275,325,10,10.0,0
5705754,5706754,1000,275,285,325,10,10.0,0
5706754,5707754,1000,285,295,325,10,10.0,0
5707754,5708754,1000,295,305,325,10,10.0,0
5708754,5709754,1000,305,315,325,10,10.0,0
5709754,5710754,1000,315,0,325,10,10.0,0
5710754,5711754,1000,0,10,325,10,10.0,0
5711754,5712754,1000,10,20,325,10,10.0,0
5712754,5713754,1000,20,30,325,10,10.0,0
5713754,5714754,1000,30,40,325,10,10.0,0
5714754,5715754,1000,40,50,325,10,10.0,0
5715754,5716754,1000,50,60,325,10,10.0,0
5716754,5717754,1000,60,70,325,10,10.0,0
5717754,5718754,1000,70,80,325,10,10.0,0
5718754,5719754,1000,80,90,325,10,10.0,0
5719754,5720754,1000,90,100,325,10,10.0,0
5720754,5721754,1000,100,110,325,10,10.0,0
5721754,5722754,1000,110,120,325,10,10.0,0
5722754,5723754,1000,120,130,325,10,10.0,0
5723754,5724754,1000,130,140,325,10,10.0,0
5724754,5725754,1000,140,150,325,10,10.0,0
5725754,5726754,1000,150,160,325,10,10.0,0
5726754,5727754,1000,160,170,325,10,10.0,0
5727754,5728754,1000,170,180,325,10,10.0,0
5728754,5729754,1000,180,190,325,10,10.0,0
5729754,5730754,1000,190,200,325,10,10.0,0
5730754,5731754,1000,200,210,325,10,10.0,0
5731754,5732754,1000,210,220,325,10,10.0,0
5732754,5733754,1000,220,230,325,10,10.0,0
5733754,5734754,1000,230,240,325,10,10.0,0
5734754,5735754,1000,240,250,325,10,10.0,0
5735754,5736754,1000,250,260,325,10,10.0,0
5736754,5737754,1000,260,270,325,10,10.0,0
5737754,5738754,1000,270,280,325,10,10.0,0
5738754,5739754,1000,280,290,325,10,10.0,0
5739754,5740754,1000,290,300,325,10,10.0,0
5740754,5741754,1000,300,310,325,10,10.0,0
5741754,5742754,1000,310,320,325,10,10.0,0
5742754,5743754,1000,320,5,325,10,10.0,0
5743754,5744754,1000,5,15,325,10,10.0,0
5744754,5745754,1000,15,25,325,10,10.0,0
5745754,5746754,1000,25,35,325,10,10.0,0
5746754,5747754,1000,35,45,325,10,10.0,0
5747754,5748754,1000,45,55,325,10,10.0,0
5748754,5749754,1000,55,65,325,10,10.0,0
5749754,5750754,1000,65,75,325,10,10.0,0
5750754,5751754,1000,75,85,325,10,10.0,0
5751754,5752754,1000,85,95,325,10,10.0,0
5752754,5753754,1000,95,105,325,10,10.0,0
5753754,5754754,1000,105,115,325,10,10.0,0
5754754,5755754,1000,115,125,325,10,10.0,0
5755754,5756754,1000,125,135,325,10,10.0,0
5756754,5757754,1000,135,145,325,10,10.0,0
5757754,5758754,1000,145,155,325,10,10.0,0
5758754,5759754,1000,155,165,325,10,10.0,0
5759754,5760754,1000,165,175,325,10,10.0,0
5760754,5761754,1000,175,185,325,10,10.0,0
5761754,5762754,1000,185,195,325,10,10.0,0
5762754,5763754,1000,195,205,325,10,10.0,0
5763754,5764754,1000,205,215,325,10,10.0,0
5764754,5765754,1000,215,225,325,10,10.0,0
5765754,5766754,1000,225,235,325,10,10.0,0
5766754,5767754,1000,235,245,325,10,10.0,0
5767754,5768754,1000,245,255,325,10,10.0,0
5768754,5769754,1000,255,265,325,10,10.0,0
5769754,5770754,1000,265,275,325,10,10.0,0
5770754,5771754,1000,275,285,325,10,10.0,0
5771754,5772754,1000,285,295,325,10,10.0,0
5772754,5773754,1000,295,305,325,10,10.0,0
5773754,5774754,1000,305,315,325,10,10.0,0
5774754,5775754,1000,315,0,325,10,10.0,0
5775754,5776754,1000,0,10,325,10,10.0,0
5776754,5777754,1000,10,20,325,10,10.0,0
5777754,5778754,1000,20,30,325,10,10.0,0
5778754,5779754,1000,30,40,325,10,10.0,0
5779754,5780754,1000,40,50,325,10,10.0,0
5780754,5781754,1000,50,60,325,10,10.0,0
5781754,5782754,1000,60,70,325,10,10.0,0
5782754,5783754,1000,70,80,325,10,10.0,0
5783754,5784754,1000,80,90,325,10,10.0,0
5784754,5785754,1000,90,100,325,10,10.0,0
5785754,5786754,1000,100,110,325,10,10.0,0
5786754,5787754,1000,110,120,325,10,10.0,0
5787754,5788754,1000,120,130,325,10,10.0,0
5788754,5789754,1000,130,140,325,10,10.0,0
5789754,5790754,1000,140,150,325,10,10.0,0
5790754,5791754,1000,150,160,325,10,10.0,0
5791754,5792754,1000,160,170,325,10,10.0,0
5792754,5793754,1000,170,180,325,10,10.0,0
5793754,5794754,1000,180,190,325,10,10.0,0
5794754,5795754,1000,190,200,325,10,10.0,0
5795754,5796754,1000,200,210,325,10,10.0,0
5796754,5797754,1000,210,220,325,10,10.0,0
5797754,5798754,1000,220,230,325,10,10.0,0
5798754,5799754,1000,230,240,325,10,10.0,0
5799754,5800754,1000,240,250,325,10,10.0,0
5800754,5801754,1000,250,260,325,10,10.0,0
5801754,5802754,1000,260,270,325,10,10.0,0
5802754,5803754,1000,270,280,325,10,10.0,0
5803754,5804754,1000,280,290,325,10,10.0,0
5804754,5805754,1000,290,300,325,10,10.0,0
5805754,5806754,1000,300,310,325,10,10.0,0
5806754,5807754,1000,310,320,325,10,10.0,0
5807754,5808754,1000,320,5,325,10,10.0,0
5808754,5809754,1000,5,15,325,10,10.0,0
5809754,5810754,1000,15,25,325,10,10.0,0
5810754,5811754,1000,25,35,325,10,10.0,0
5811754,5812754,1000,35,45,325,10,10.0,0
5812754,5813754,1000,45,55,325,10,10.0,0
5813754,5814754,1000,55,65,325,10,10.0,0
5814754,5815754,1000,65,75,325,10,10.0,0
5815754,5816754,1000,75,85,325,10,10.0,0
5816754,5817754,1000,85,95,325,10,10.0,0
5817754,5818754,1000,95,105,325,10,10.0,0
5818754,5819754,1000,105,115,325,10,10.0,0
5819754,5820754,1000,115,125,325,10,10.0,0
5820754,5821754,1000,125,135,325,10,10.0,0
5821754,5822754,1000,135,145,325,10,10.0,0
5822754,5823754,1000,145,155,325,10,10.0,0
5823754,5824754,1000,155,165,325,10,10.0,0
5824754,5825754,1000,165,175,325,10,10.0,0
5825754,5826754,1000,175,185,325,10,10.0,0
5826754,5827754,1000,185,195,325,10,10.0,0
5827754,5828754,1000,195,205,325,10,10.0,0
5828754,5829754,1000,205,215,325,10,10.0,0
5829754,5830754,1000,215,225,325,10,10.0,0
5830754,5831754,1000,225,235,325,10,10.0,0
5831754,5832754,1000,235,245,325,10,10.0,0
5832754,5833754,1000,245,255,325,10,10.0,0
5833754,5834754,1000,255,265,325,10,10.0,0
5834754,5835754,1000,265,275,325,10,10.0,0
5835754,5836754,1000,275,285,325,10,10.0,0
5836754,5837754,1000,285,295,325,10,10.0,0
5837754,5838754,1000,295,305,325,10,10.0,0
5838754,5839754,1000,305,315,325,10,10.0,0
5839754,5840754,1000,315,0,325,10,10.0,0
5840754,5841754,1000,0,10,325,10,10.0,0
5841754,5842754,1000,10,20,325,10,10.0,0
5842754,5843754,1000,20,30,325,10,10.0,0
5843754,5844754,1000,30,40,325,10,10.0,0
5844754,5845754,1000,40,50,325,10,10.0,0
