board_ms,event,detail
3042010,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3042097,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3042125,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3042217,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3042240,tx_frame,handle=1 slot=0 bytes=956 slices=4 mtu=255 kind=reply
3044977,tx_subscribed,handle=1 value=0
3044978,disconnect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 reason=531 registered=1
3044980,advertise_restart,advertising=1
3046508,connect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 interval_units=24 timeout_ms=720 mtu=23
3046837,mtu,handle=1 value=255
3047407,tx_subscribed,handle=1 value=1
3047557,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3047560,tx_frame,handle=1 slot=0 bytes=36 slices=1 mtu=255 kind=reply
3047618,rx_write,handle=1 slot=0 bytes=79 accepted=79 free_before=4166
3047620,tx_frame,handle=1 slot=0 bytes=17 slices=1 mtu=255 kind=reply
3047677,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3047687,tx_frame,handle=1 slot=0 bytes=1630 slices=7 mtu=255 kind=reply
3047857,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3047860,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3047917,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3047922,tx_frame,handle=1 slot=0 bytes=588 slices=3 mtu=255 kind=reply
3048037,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3048038,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4160
3048041,tx_frame,handle=1 slot=0 bytes=345 slices=2 mtu=255 kind=reply
3048044,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3048097,rx_write,handle=1 slot=0 bytes=18 accepted=18 free_before=4166
3048098,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4148
3048125,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3048130,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3048217,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3048245,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3048367,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3048390,tx_frame,handle=1 slot=0 bytes=956 slices=4 mtu=255 kind=reply
3051007,tx_subscribed,handle=1 value=0
3051008,disconnect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 reason=531 registered=1
3051010,advertise_restart,advertising=1
3052478,connect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 interval_units=24 timeout_ms=720 mtu=23
3052807,mtu,handle=1 value=255
3053437,tx_subscribed,handle=1 value=1
3053587,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3053589,tx_frame,handle=1 slot=0 bytes=36 slices=1 mtu=255 kind=reply
3053648,rx_write,handle=1 slot=0 bytes=79 accepted=79 free_before=4166
3053650,tx_frame,handle=1 slot=0 bytes=17 slices=1 mtu=255 kind=reply
3053707,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3053717,tx_frame,handle=1 slot=0 bytes=1630 slices=7 mtu=255 kind=reply
3053857,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3053860,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3053917,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3053922,tx_frame,handle=1 slot=0 bytes=588 slices=3 mtu=255 kind=reply
3054067,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3054068,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4160
3054071,tx_frame,handle=1 slot=0 bytes=345 slices=2 mtu=255 kind=reply
3054074,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3054127,rx_write,handle=1 slot=0 bytes=18 accepted=18 free_before=4166
3054128,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4148
3054155,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3054160,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3054247,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3054275,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3054367,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3054390,tx_frame,handle=1 slot=0 bytes=956 slices=4 mtu=255 kind=reply
3057218,tx_subscribed,handle=1 value=0
3057218,disconnect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 reason=531 registered=1
3057219,advertise_restart,advertising=1
3058718,connect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 interval_units=24 timeout_ms=720 mtu=23
3059048,mtu,handle=1 value=255
3059677,tx_subscribed,handle=1 value=1
3059767,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3059769,tx_frame,handle=1 slot=0 bytes=36 slices=1 mtu=255 kind=reply
3059828,rx_write,handle=1 slot=0 bytes=79 accepted=79 free_before=4166
3059830,tx_frame,handle=1 slot=0 bytes=17 slices=1 mtu=255 kind=reply
3059887,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3059897,tx_frame,handle=1 slot=0 bytes=1630 slices=7 mtu=255 kind=reply
3060067,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3060070,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3060127,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3060132,tx_frame,handle=1 slot=0 bytes=588 slices=3 mtu=255 kind=reply
3060247,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3060248,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4160
3060251,tx_frame,handle=1 slot=0 bytes=345 slices=2 mtu=255 kind=reply
3060254,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3060307,rx_write,handle=1 slot=0 bytes=18 accepted=18 free_before=4166
3060308,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4148
3060335,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3060340,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3060428,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3060456,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3060577,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3060600,tx_frame,handle=1 slot=0 bytes=956 slices=4 mtu=255 kind=reply
3063248,tx_subscribed,handle=1 value=0
3063248,disconnect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 reason=531 registered=1
3063249,advertise_restart,advertising=1
3064838,connect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 interval_units=24 timeout_ms=720 mtu=23
3065168,mtu,handle=1 value=255
3065707,tx_subscribed,handle=1 value=1
3065827,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3065829,tx_frame,handle=1 slot=0 bytes=36 slices=1 mtu=255 kind=reply
3065918,rx_write,handle=1 slot=0 bytes=79 accepted=79 free_before=4166
3065920,tx_frame,handle=1 slot=0 bytes=17 slices=1 mtu=255 kind=reply
3065977,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3065987,tx_frame,handle=1 slot=0 bytes=1630 slices=7 mtu=255 kind=reply
3066187,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3066190,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3066247,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3066252,tx_frame,handle=1 slot=0 bytes=588 slices=3 mtu=255 kind=reply
3066457,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3066458,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4160
3066461,tx_frame,handle=1 slot=0 bytes=345 slices=2 mtu=255 kind=reply
3066464,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3066518,rx_write,handle=1 slot=0 bytes=18 accepted=18 free_before=4166
3066518,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4148
3066545,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3066550,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3066639,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3066666,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3066758,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3066781,tx_frame,handle=1 slot=0 bytes=956 slices=4 mtu=255 kind=reply
3069308,tx_subscribed,handle=1 value=0
3069308,disconnect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 reason=531 registered=1
3069309,advertise_restart,advertising=1
3070838,connect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 interval_units=24 timeout_ms=720 mtu=23
3071168,mtu,handle=1 value=255
3071708,tx_subscribed,handle=1 value=1
3071887,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3071890,tx_frame,handle=1 slot=0 bytes=36 slices=1 mtu=255 kind=reply
3071948,rx_write,handle=1 slot=0 bytes=79 accepted=79 free_before=4166
3071950,tx_frame,handle=1 slot=0 bytes=17 slices=1 mtu=255 kind=reply
3072038,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3072047,tx_frame,handle=1 slot=0 bytes=1630 slices=7 mtu=255 kind=reply
3072218,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3072220,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3072278,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3072282,tx_frame,handle=1 slot=0 bytes=588 slices=3 mtu=255 kind=reply
3072427,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3072428,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4160
3072431,tx_frame,handle=1 slot=0 bytes=345 slices=2 mtu=255 kind=reply
3072434,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3072488,rx_write,handle=1 slot=0 bytes=18 accepted=18 free_before=4166
3072488,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4148
3072515,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3072550,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3072638,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3072665,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3072758,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3072780,tx_frame,handle=1 slot=0 bytes=956 slices=4 mtu=255 kind=reply
3075368,tx_subscribed,handle=1 value=0
3075368,disconnect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 reason=531 registered=1
3075369,advertise_restart,advertising=1
3076868,connect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 interval_units=24 timeout_ms=720 mtu=23
3077198,mtu,handle=1 value=255
3077768,tx_subscribed,handle=1 value=1
3077888,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3077890,tx_frame,handle=1 slot=0 bytes=36 slices=1 mtu=255 kind=reply
3077948,rx_write,handle=1 slot=0 bytes=79 accepted=79 free_before=4166
3077950,tx_frame,handle=1 slot=0 bytes=17 slices=1 mtu=255 kind=reply
3078008,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3078017,tx_frame,handle=1 slot=0 bytes=1630 slices=7 mtu=255 kind=reply
3078188,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3078190,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3078278,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3078282,tx_frame,handle=1 slot=0 bytes=588 slices=3 mtu=255 kind=reply
3078398,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3078398,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4160
3078401,tx_frame,handle=1 slot=0 bytes=345 slices=2 mtu=255 kind=reply
3078404,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3078458,rx_write,handle=1 slot=0 bytes=18 accepted=18 free_before=4166
3078485,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3078489,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4166
3078494,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3078578,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3078605,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3078758,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3078781,tx_frame,handle=1 slot=0 bytes=956 slices=4 mtu=255 kind=reply
3081428,tx_subscribed,handle=1 value=0
3081429,disconnect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 reason=531 registered=1
3081429,advertise_restart,advertising=1
3082898,connect,handle=1 slot=0 peer=7d:42:43:0c:e8:93 interval_units=24 timeout_ms=720 mtu=23
3083258,mtu,handle=1 value=255
3083888,tx_subscribed,handle=1 value=1
3084008,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3084009,tx_frame,handle=1 slot=0 bytes=36 slices=1 mtu=255 kind=reply
3084098,rx_write,handle=1 slot=0 bytes=79 accepted=79 free_before=4166
3084100,tx_frame,handle=1 slot=0 bytes=17 slices=1 mtu=255 kind=reply
3084158,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3084167,tx_frame,handle=1 slot=0 bytes=1630 slices=7 mtu=255 kind=reply
3084398,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3084400,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3084458,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3084462,tx_frame,handle=1 slot=0 bytes=588 slices=3 mtu=255 kind=reply
3084608,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3084608,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4160
3084611,tx_frame,handle=1 slot=0 bytes=345 slices=2 mtu=255 kind=reply
3084614,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3084668,rx_write,handle=1 slot=0 bytes=18 accepted=18 free_before=4166
3084695,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3084728,rx_write,handle=1 slot=0 bytes=24 accepted=24 free_before=4166
3084734,tx_frame,handle=1 slot=0 bytes=308 slices=2 mtu=255 kind=reply
3084818,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3084845,tx_frame,handle=1 slot=0 bytes=2022 slices=9 mtu=255 kind=reply
3084968,rx_write,handle=1 slot=0 bytes=29 accepted=29 free_before=4166
3084990,tx_frame,handle=1 slot=0 bytes=956 slices=4 mtu=255 kind=reply
3108308,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3108309,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3108548,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3108550,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3110708,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3110710,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3110949,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3110952,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3113108,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3113110,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3113348,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3113349,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3115508,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3115510,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3115777,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3115779,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3117908,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3117910,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3118177,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3118180,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3118447,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3118449,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3118717,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3118720,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3118957,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3118960,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3119227,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3119229,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3119497,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3119500,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3119737,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3119739,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3120007,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3120009,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3120277,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3120281,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3120547,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3120550,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3120787,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3120789,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3121057,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3121059,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3121327,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3121330,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3121627,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3121629,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3121897,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3121900,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3122167,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3122169,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3122467,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3122470,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3122737,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3122739,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3123007,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3123009,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3123277,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3123280,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3123547,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3123549,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3123847,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3123850,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3124118,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3124120,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3124387,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3124389,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3124627,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3124630,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3124897,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3124899,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3125167,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3125169,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3125407,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3125410,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3125677,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3125679,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3125977,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3125979,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3126217,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3126220,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3126487,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3126489,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3126758,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3126760,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3127058,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3127060,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3127328,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3127330,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3127598,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3127599,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3127838,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3127840,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3128108,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3128110,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3128378,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3128379,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3128648,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3128650,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3128888,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3128889,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3129128,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3129129,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3129368,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3129370,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3129608,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3129609,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3129878,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3129880,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3130148,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3130150,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3130448,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3130449,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3130718,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3130720,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3130959,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3130961,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3131228,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3131230,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3131468,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3131469,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3131768,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3131771,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3132038,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3132039,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3132338,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3132339,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3132578,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3132580,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3132878,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3132879,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3133178,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3133179,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3133448,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3133450,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3133688,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3133689,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3133958,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3133959,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3134198,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3134200,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3134438,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3134439,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3134708,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3134710,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3134979,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3134981,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3135248,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3135250,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3135518,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3135519,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3135788,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3135790,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
3136088,rx_write,handle=1 slot=0 bytes=6 accepted=6 free_before=4166
3136090,tx_frame,handle=1 slot=0 bytes=53 slices=1 mtu=255 kind=reply
