case_id,layer,load,seed,status,metrics,evidence
F6-STALL-100MS-INTERVAL17,fw-scroll-timing,100ms@17,-,PASS,advances=288 speedRatio=0.978 timelineOffsetFrames=6 (102 ms) maxBurstPerInterval=2 postStallSpeed=1.003 driftThresholdMs=68,logs/firmware/f6_scroll_timing.log
F6-STALL-500MS-INTERVAL17,fw-scroll-timing,500ms@17,-,PASS,advances=264 speedRatio=0.898 timelineOffsetFrames=30 (510 ms) maxBurstPerInterval=2 postStallSpeed=1.003 driftThresholdMs=68,logs/firmware/f6_scroll_timing.log
F6-STALL-0MS-INTERVAL100,fw-scroll-timing,0ms@100,-,PASS,advances=49 speedRatio=0.980 timelineOffsetFrames=1 (100 ms) maxBurstPerInterval=2 postStallSpeed=0.000 driftThresholdMs=400,logs/firmware/f6_scroll_timing.log
F6-STALL-50MS-INTERVAL100,fw-scroll-timing,50ms@100,-,PASS,advances=49 speedRatio=0.980 timelineOffsetFrames=1 (100 ms) maxBurstPerInterval=2 postStallSpeed=1.000 driftThresholdMs=400,logs/firmware/f6_scroll_timing.log
F6-STALL-100MS-INTERVAL100,fw-scroll-timing,100ms@100,-,PASS,advances=49 speedRatio=0.980 timelineOffsetFrames=1 (100 ms) maxBurstPerInterval=3 postStallSpeed=1.000 driftThresholdMs=400,logs/firmware/f6_scroll_timing.log
F6-STALL-500MS-INTERVAL100,fw-scroll-timing,500ms@100,-,PASS,advances=44 speedRatio=0.880 timelineOffsetFrames=6 (600 ms) maxBurstPerInterval=2 postStallSpeed=1.000 driftThresholdMs=400,logs/firmware/f6_scroll_timing.log
F6-REPEATED-50MS-EVERY-250MS-INTERVAL17,fw-scroll-timing,36 stalls,-,FAIL,advances=550 speedRatio=0.935 lostFrames=38 maxBurstPerInterval=2,logs/firmware/f6_scroll_timing.log
F6-REPEATED-80MS-EVERY-250MS-INTERVAL17,fw-scroll-timing,36 stalls,-,FAIL,advances=419 speedRatio=0.712 lostFrames=170 maxBurstPerInterval=2,logs/firmware/f6_scroll_timing.log
F7-CAPACITY-SHIPPED-SAVED-FACES,fw-json-capacity-model,1,-,PASS,faces=11 fileBytes=4652 slots=681 deviceNeed=11794 jsonCapacityFor=32768 hostNeed=22690,logs/firmware/json_capacity.log
F7-CAPACITY-128-FACES-DEVICE,fw-json-capacity-model,1,-,FAIL,firstFaceCountExceedingLoad/BLOB=32 firstExceedingMutate=59 at128: fileBytes=51750 deviceNeed=129892 capacity=107596,logs/firmware/json_capacity.log
